,url,length_of_url,number_of_dots,suspicious_words,number_of_hyphens_in_domain,length_of_directory,number_subdirectories_in_url,length_of_domain,words_in_domain,path_tokens,url_contains_ip,has_alexa_rank,use_https,country_code,age,words,entropy,special_chars,length_of_largest_domain_token,average_length_of_domain_tokens,length_of_largest_path_token,average_length_of_path_tokens,suspicious_tld_name,file_name_present,len_of_filename,num_dot_in_filename,num_delims_in_filename,args_present,length_of_arguments,number_of_argument_variables,length_of_largest_variable,maximum_number_of_delims_in_arguments,class
4376,http://amazon.co.uk/gp/product/B000GIFOIY/ref=amb_link_40990365_/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=asin-coop-gp-1-A&pf_rd_r=1VNB6GS8RA3B3YSX6SPW&pf_rd_t=101&pf_rd_p=137620191&pf_rd_i=16423401,201,2,1,0,46,4,12,3,4,0,1,0,225,1,25,5.3106,1,6,3.33,22,10.25,0,1,19,0,2,1,124,6,20,4,malicious
4378,http://ancestry.co.uk/search/db.aspx?dbid=17108,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
4399,http://ancestry.co.uk/search/db.aspx?dbid=27292,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.46339,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
4400,http://amazon.co.uk/b/ref=amb_link_18164865_7/202-2513040-1206232?ie=UTF8&node=16273391&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=0AW0KC0NVF20VFK2C9XG&pf_rd_t=101&pf_rd_p=131565991&pf_rd_i=560798,192,2,0,0,27,2,12,3,2,0,1,0,225,1,25,5.26804,1,6,3.33,23,12.0,0,1,19,0,2,1,134,8,20,2,malicious
4414,http://amazon.co.uk/b/ref=amb_link_39818765_15/202-2513040-1206232?ie=UTF8&node=324115011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-4&pf_rd_r=0B3VGJD5XMS3FCJA6MDY&pf_rd_t=101&pf_rd_p=137678291&pf_rd_i=318949011,199,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.3228800000000005,1,6,3.33,24,12.5,0,1,19,0,2,1,140,8,20,2,malicious
4448,http://amazon.co.uk/My-Favourite-Self-Help-Books/lm/VQTQ3VXBWCED/ref=cm_lmt_dtpa_f_2/202-2513040-1206232,97,2,1,0,66,4,12,3,4,0,1,0,101,1,16,5.1784,1,6,3.33,28,15.25,0,1,19,0,2,0,0,0,0,0,malicious
4474,http://amazon.co.uk/s/ref=br_nf_2_more/202-2513040-1206232?_encoding=UTF8&field-releasedate=1y-7y&node=13821451&rank=salesrank&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-10&pf_rd_r=08TXYAQHW3H7CTCXDV4V&pf_rd_t=101&pf_rd_p=128561291&pf_rd_i=13821451,236,2,0,0,20,2,12,3,2,0,1,0,225,1,31,5.29113,1,6,3.33,16,8.5,0,1,19,0,2,1,185,10,20,2,malicious
4522,http://amazon.co.uk/s/ref=sr_kk_3/202-2513040-1206232?ie=UTF8&search-alias=videogames&field-keywords=medal%20of%20honour,113,2,0,0,15,2,12,3,2,0,1,0,225,1,19,5.04598,1,6,3.33,11,6.0,0,1,19,0,2,1,67,3,19,1,malicious
4548,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B00061RZN8/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.87484,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
4615,http://ancestry.co.uk/search/db.aspx?dbid=13460,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
4689,http://ancestry.co.uk/search/db.aspx?dbid=8110,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.46866,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
4820,http://ancestry.co.uk/search/db.aspx?dbid=7961,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.5121400000000005,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
4830,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1905102429/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7736,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
4875,http://astore.amazon.co.uk/allezvinsfrenchr/detail/2067122479/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.77933,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
4910,http://ancestry.co.uk/search/db.aspx?dbid=4331,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.46866,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
4930,http://amazon.co.uk/Poetry-Childrens-Books/b/ref=amb_link_17/202-2513040-1206232?_encoding=UTF8&node=291746&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=05GNGRY897Y84BB95GGE&pf_rd_t=101&pf_rd_p=121909991&pf_rd_i=69,208,2,0,0,42,3,12,3,3,0,1,0,101,1,28,5.35956,1,6,3.33,22,12.67,0,1,19,0,2,1,135,8,20,2,malicious
4982,http://astore.amazon.co.uk/ukvisit-21/detail/B0000664C4/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.74482,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
4988,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0002HSDUK/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.89347,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
4992,http://amazon.co.uk/b/ref=amb_link_17863365_29/202-2513040-1206232?ie=UTF8&node=13821481&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-7&pf_rd_r=0Z6EGGM1X2Q1G1WS9K99&pf_rd_t=101&pf_rd_p=133991091&pf_rd_i=300703,195,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.24061,1,6,3.33,24,12.5,0,1,19,0,2,1,136,8,20,2,malicious
5034,http://amazon.co.uk/gp/bestsellers/music/547786/ref=amb_link_22929865_21/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=13KAM0Z863Q7EPQNDZBN&pf_rd_t=101&pf_rd_p=124986791&pf_rd_i=547786,197,2,1,0,54,5,12,3,5,0,1,0,225,1,24,5.3057300000000005,1,6,3.33,24,9.6,0,1,19,0,2,1,112,6,20,2,malicious
5044,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0743275608/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7736,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
5143,http://astore.amazon.co.uk/allezvinsfrenchr/detail/156478150X/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.8781,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
5168,http://ancestry.co.uk/search/db.aspx?dbid=16082,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
5191,http://astore.amazon.co.uk/ukvisit-21/detail/B000NDM3OA/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.89531,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
5192,http://astore.amazon.co.uk/ukvisit-21/detail/B000092WDA/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.8147400000000005,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
5232,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000005HA7/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.82872,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
5264,http://ancestry.co.uk/search/db.aspx?dbid=49332,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
5275,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0007165277/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.81008,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
5335,http://amazon.co.uk/s/ref=sr_nr_p_4_13/202-2513040-1206232?ie=UTF8&rh=n:560858,71,2,0,0,20,2,12,3,2,0,1,0,225,1,13,4.91025,1,6,3.33,16,8.5,0,1,19,0,2,1,20,2,8,0,malicious
5365,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0761960937/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.79504,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
5371,http://astore.amazon.co.uk/allezvinsfrenchr/detail/8179910040/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.77607,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
5430,http://astore.amazon.co.uk/ukvisit-21/detail/B000EF5SYY/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.91678,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
5439,http://amazon.co.uk/s/ref=sr_nr_p_4_5/202-2513040-1206232?ie=UTF8&rh=n:595314,70,2,0,0,19,2,12,3,2,0,1,0,101,1,13,4.93056,1,6,3.33,15,8.0,0,1,19,0,2,1,20,2,8,0,malicious
5445,http://ancestry.co.uk/search/db.aspx?dbid=29216,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
5449,http://astore.amazon.co.uk/ukvisit-21/203-6933174-0803961?node=42&page=12,66,3,0,0,12,1,19,4,1,0,0,0,101,1,14,4.88819,1,6,4.0,10,10.0,0,1,19,0,2,1,16,2,2,0,malicious
5525,http://ancestry.co.uk/search/db.aspx?dbid=14758,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
5531,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0815410840/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.75014,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
5573,http://amazon.co.uk/b/ref=amb_link_18158765_4/202-2513040-1206232?ie=UTF8&node=560834&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0AW0KC0NVF20VFK2C9XG&pf_rd_t=101&pf_rd_p=120640691&pf_rd_i=560798,190,2,0,0,27,2,12,3,2,0,1,0,101,1,25,5.26565,1,6,3.33,23,12.0,0,1,19,0,2,1,132,8,20,2,malicious
5574,http://ancestry.co.uk/search/db.aspx?dbid=10404,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
5589,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0415353548/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7562,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
5636,http://amazon.co.uk/Boy-No-Name-Travis/dp/B000OQF5HS/ref=pd_ts_c_th_8/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-4&pf_rd_r=0PV1QHC61P48Q9XR4DMH&pf_rd_t=101&pf_rd_p=120789591&pf_rd_i=229816,195,2,1,0,51,4,12,3,4,0,1,0,225,1,27,5.35051,1,6,3.33,18,11.5,0,1,19,0,2,1,113,6,20,2,malicious
5669,http://ancestry.co.uk/search/db.aspx?dbid=22413,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
5688,http://ancestry.co.uk/search/db.aspx?dbid=17388,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
5725,http://ancestry.co.uk/search/db.aspx?dbid=4081,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.5121400000000005,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
5756,http://amazon.co.uk/gp/product/B000IMYKQ0/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-7&pf_rd_r=1RTFC7302FVA1GA1A465&pf_rd_t=101&pf_rd_p=114339591&pf_rd_i=16423401,170,2,1,0,23,3,12,3,3,0,1,0,101,1,22,5.18611,1,6,3.33,10,6.33,0,1,19,0,2,1,116,6,20,2,malicious
5779,http://astore.amazon.co.uk/ukvisit-21/detail/B000H84J3Y/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.84199,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
5856,http://amazon.co.uk/b/ref=amb_link_22202665_41/202-2513040-1206232?ie=UTF8&node=11716391&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-11&pf_rd_r=1YJ25D88XYSF0G4PG77H&pf_rd_t=101&pf_rd_p=136376591&pf_rd_i=11052591,198,2,0,0,28,2,12,3,2,0,1,0,225,1,26,5.22601,1,6,3.33,24,12.5,0,1,19,0,2,1,139,8,20,2,malicious
5898,http://amazon.co.uk/b/ref=amb_link_22202665_49/202-2513040-1206232?ie=UTF8&node=3147911&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-11&pf_rd_r=0ZWGGVVT2R8NNAAFQKWT&pf_rd_t=101&pf_rd_p=136376591&pf_rd_i=11052591,197,2,0,0,28,2,12,3,2,0,1,0,225,1,26,5.27289,1,6,3.33,24,12.5,0,1,19,0,2,1,138,8,20,2,malicious
5971,http://ancestry.co.uk/s0/search/rd.ashx?db=redbook&f3=gs392,52,3,1,0,11,2,14,3,2,0,1,0,225,1,12,4.5732599999999985,1,8,4.0,6,4.0,0,1,7,1,0,1,20,2,7,0,malicious
5996,http://ancestry.co.uk/search/locality/dbpage.aspx?tp=2&p=10&categoryFilterID=35&showPaging=true,88,3,0,0,17,2,14,3,2,0,1,0,225,1,14,4.7791,1,8,4.0,8,7.0,0,1,11,1,0,1,46,4,4,0,malicious
6032,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0399507914/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.79829,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
6165,http://amazon.co.uk/gp/product/3828786693/ref=br_nf_4_3/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=1YDG6F1QGEYK0704DSZZ&pf_rd_t=101&pf_rd_p=128515391&pf_rd_i=300703,182,2,1,0,37,4,12,3,4,0,1,0,225,1,24,5.198919999999998,1,6,3.33,13,8.0,0,1,19,0,2,1,114,6,20,2,malicious
6199,http://amazon.co.uk/Your-free-HDTV-Proven-BBC/lm/R31ZTN0QPXY7JN/ref=cm_lmt_srch_f_1/202-2513040-1206232,96,2,1,0,65,4,12,3,4,0,1,0,101,1,16,5.18259,1,6,3.33,25,15.0,0,1,19,0,2,0,0,0,0,0,malicious
6229,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000025G7A/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.84234,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
6256,http://amazon.co.uk/gp/bestsellers/videogames/16423401/ref=pd_ts_c_th_head/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-3&pf_rd_r=1RTFC7302FVA1GA1A465&pf_rd_t=101&pf_rd_p=114339691&pf_rd_i=16423401,202,2,1,0,56,5,12,3,5,0,1,0,225,1,24,5.1476,1,6,3.33,19,10.0,0,1,19,0,2,1,115,6,20,2,malicious
6263,http://astore.amazon.co.uk/ukvisit-21/listmania/R2OWPXHZ58R2J0/203-6933174-0803961,75,3,0,0,37,3,19,4,3,0,0,0,101,1,12,5.0099,1,6,4.0,14,11.0,0,1,19,0,2,0,0,0,0,0,malicious
6284,http://amazon.co.uk/Snakes-Arrows-Rush/sim/B000OCZ8C4/1/ref=pd_sexpl_s_b/202-2513040-1206232?ie=UTF8&pf=book,101,2,0,0,54,5,12,3,5,0,1,0,101,1,18,5.22895,1,6,3.33,18,9.6,0,1,19,0,2,1,16,2,4,0,malicious
6293,http://astore.amazon.co.uk/ukvisit-21/detail/184413850X/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.77725,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
6298,http://amazon.co.uk/s/ref=sr_pg_9/202-2513040-1206232?ie=UTF8&rh=n:560834,66,2,0,0,15,2,12,3,2,0,1,0,225,1,13,4.99814,1,6,3.33,11,6.0,0,1,19,0,2,1,20,2,8,0,malicious
6325,http://astore.amazon.co.uk/ukvisit-21/listmania/1HED9GKGHQIXL/203-6933174-0803961,74,3,0,0,36,3,19,4,3,0,0,0,101,1,12,5.0157,1,6,4.0,13,10.67,0,1,19,0,2,0,0,0,0,0,malicious
6333,http://amazon.co.uk/gp/feature.html/ref=amb_link_40541765_16/202-2513040-1206232?ie=UTF8&docId=1000060103&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-1&pf_rd_r=07H5DDC3G33KQ2MCWZ8S&pf_rd_t=101&pf_rd_p=138891891&pf_rd_i=11052591,214,3,1,0,42,3,12,3,3,0,1,0,225,1,28,5.30822,1,6,3.33,24,12.67,0,1,19,0,2,1,141,8,20,2,malicious
6353,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1904705030/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.77309,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
6365,http://ancestry.co.uk/search/db.aspx?dbid=12862,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
6427,http://amazon.co.uk/Buggypod-Clip-Side-Buggy-Stone/sim/B000NDC8RM/2/ref=pd_sexpl_s_k_h_b_cs/202-2513040-1206232?ie=UTF8&pf=baby_product,128,2,0,0,73,5,12,3,5,0,1,0,101,1,20,5.27042,1,6,3.33,30,13.4,0,1,19,0,2,1,24,2,12,1,malicious
6448,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000BSWXKQ/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.90885,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
6478,http://amazon.co.uk/b/ref=amb_link_19556965_16/202-2513040-1206232?ie=UTF8&node=300530&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0DG8DJ450KXWNMRJRS66&pf_rd_t=101&pf_rd_p=131580891&pf_rd_i=300435,191,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.24925,1,6,3.33,24,12.5,0,1,19,0,2,1,132,8,20,2,malicious
6532,http://astore.amazon.co.uk/ukvisit-21/detail/B000NDESA2/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.9067,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
6538,http://amazon.co.uk/gp/movers-and-shakers/dvd/ref=pd_ms_3p_th_more/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-11&pf_rd_r=1QMHJ19JJ3MZCM9PQ0MN&pf_rd_t=101&pf_rd_p=125804391&pf_rd_i=283926,194,2,1,0,48,4,12,3,4,0,1,0,101,1,27,5.18858,1,6,3.33,20,10.75,0,1,19,0,2,1,115,6,20,2,malicious
6625,http://amazon.co.uk/b/ref=amb_link_39802065_5/202-2513040-1206232?ie=UTF8&node=324071011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0D383EJMTSW2SWZ8DBX0&pf_rd_t=101&pf_rd_p=137676891&pf_rd_i=318949011,196,2,0,0,27,2,12,3,2,0,1,0,101,1,25,5.27825,1,6,3.33,23,12.0,0,1,19,0,2,1,138,8,20,2,malicious
6679,http://amazon.co.uk/s/ref=sr_nr_p_4_1/202-2513040-1206232?ie=UTF8&rh=n:595314,70,2,0,0,19,2,12,3,2,0,1,0,225,1,13,4.93056,1,6,3.33,15,8.0,0,1,19,0,2,1,20,2,8,0,malicious
6693,http://ancestry.co.uk/search/db.aspx?dbid=14900,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
6724,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0748783121/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.77809,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
6748,http://amazon.co.uk/Electronic-Arts-FIFA-07-PSP/dp/B000HG5LWE/ref=pd_ts_c_th_10/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-3&pf_rd_r=0QHNVAGHMX2NX86D2142&pf_rd_t=101&pf_rd_p=114317091&pf_rd_i=13821451,207,2,1,0,61,4,12,3,4,0,1,0,101,1,28,5.30322,1,6,3.33,27,14.0,0,1,19,0,2,1,115,6,20,2,malicious
6752,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000O32IYO/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.82422,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
6761,http://amazon.co.uk/gp/product/B00005LIQJ/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=1JRSQYA94TXH1FJYTSQJ&pf_rd_t=101&pf_rd_p=114295791&pf_rd_i=573398,168,2,1,0,23,3,12,3,3,0,1,0,225,1,22,5.29137,1,6,3.33,10,6.33,0,1,19,0,2,1,114,6,20,2,malicious
6813,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0141008148/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7161300000000015,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
6892,http://amazon.co.uk/b/ref=amb_link_141894_22/202-2513040-1206232?ie=UTF8&node=11083261&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-5&pf_rd_r=1R3HM5AP8DQHYNP2Y4NF&pf_rd_t=101&pf_rd_p=132547091&pf_rd_i=11052671,195,2,0,0,26,2,12,3,2,0,1,0,225,1,25,5.2439800000000005,1,6,3.33,22,11.5,0,1,19,0,2,1,138,8,20,2,malicious
6898,http://ancestry.co.uk/search/db.aspx?dbid=22947,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
6944,http://ancestry.co.uk/search/db.aspx?dbid=23541,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
6971,http://amazon.co.uk/b/ref=amb_link_21565965_67/202-2513040-1206232?ie=UTF8&node=501970&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-3&pf_rd_r=0NPG4SZPCP21H8PNTD92&pf_rd_t=101&pf_rd_p=115017691&pf_rd_i=573406,193,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.27194,1,6,3.33,24,12.5,0,1,19,0,2,1,134,8,20,2,malicious
7013,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0007136900/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7347800000000015,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
7067,http://astore.amazon.co.uk/ukvisit-21/detail/B00000IUT7/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.80358,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
7076,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0009JHTVU/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.90885,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
7085,http://ancestry.co.uk/search/db.aspx?dbid=24246,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.47945,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
7098,http://ancestry.co.uk/search/db.aspx?dbid=16390,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
7134,http://amazon.co.uk/gp/offer-listing/B000FQIROK/ref=buy_pb_a_19/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=1VKGJ1R5DG114MM4SZ2E&pf_rd_t=1401&pf_rd_p=128462491&pf_rd_i=1000033103,195,2,1,0,45,4,12,3,4,0,1,0,101,1,25,5.2693699999999986,1,6,3.33,15,10.0,0,1,19,0,2,1,119,6,20,2,malicious
7153,http://amazon.co.uk/b/ref=amb_link_38605365_9/202-2513040-1206232?ie=UTF8&node=165768011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=1JZY72VCS1RHR74JCE34&pf_rd_t=101&pf_rd_p=135656691&pf_rd_i=560798,195,2,0,0,27,2,12,3,2,0,1,0,225,1,25,5.28219,1,6,3.33,23,12.0,0,1,19,0,2,1,137,8,20,2,malicious
7233,http://amazon.co.uk/gp/feature.html/ref=amb_link_41174765_3/202-2513040-1206232?ie=UTF8&docId=1000067003&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-2&pf_rd_r=0TS6JF2QDHDKHAZB67FW&pf_rd_t=101&pf_rd_p=138701791&pf_rd_i=3147441,211,3,1,0,41,3,12,3,3,0,1,0,225,1,28,5.34279,1,6,3.33,23,12.33,0,1,19,0,2,1,139,8,20,2,malicious
7264,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0007153937/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.79145,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
7376,http://amazon.co.uk/b/ref=amb_link_19548765_14/202-2513040-1206232?ie=UTF8&node=296387011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0Q304YXG2SF5Y4V5F93Z&pf_rd_t=101&pf_rd_p=133343491&pf_rd_i=266239,194,2,0,0,28,2,12,3,2,0,1,0,101,1,25,5.24854,1,6,3.33,24,12.5,0,1,19,0,2,1,135,8,20,2,malicious
7412,http://amazon.co.uk/Command-Conquer-Tiberium-Wars-Xbox/dp/B000PSCDRK/ref=pd_ts_c_th_5/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-3&pf_rd_r=0WXQ4121RDGKM21Y20J4&pf_rd_t=101&pf_rd_p=114327791&pf_rd_i=15826471,213,2,1,0,67,4,12,3,4,0,1,0,225,1,28,5.35999,1,6,3.33,34,15.5,0,1,19,0,2,1,115,6,20,2,malicious
